,Disease,Symptom_Count,Symptoms,Disease_Encoded,Symptom_Encoded
640,Typhoid,10,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 43, 16, 0, 21, 66, 6]"
641,Typhoid,10,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 16, 0, 21, 66, 6]"
642,Typhoid,10,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 0, 21, 66, 6]"
643,Typhoid,10,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 21, 66, 6]"
644,Typhoid,10,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 66, 6]"
645,Typhoid,10,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 6]"
646,Typhoid,10,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66]"
647,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
648,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
649,Typhoid,10,"[' chills', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
650,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
651,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
652,hepatitis A,10,"[' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
653,hepatitis A,10,"[' joint_pain', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
654,hepatitis A,10,"[' joint_pain', ' vomiting', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 19, 43, 36, 0, 21, 39, 72, 41]"
655,hepatitis A,10,"[' joint_pain', ' vomiting', ' yellowish_skin', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 43, 36, 0, 21, 39, 72, 41]"
656,hepatitis A,10,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 36, 0, 21, 39, 72, 41]"
657,hepatitis A,10,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 0, 21, 39, 72, 41]"
658,hepatitis A,10,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 21, 39, 72, 41]"
659,hepatitis A,10,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 39, 72, 41]"
660,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
661,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
662,Hepatitis B,11,"[' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
663,Hepatitis B,11,"['itching', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
664,Hepatitis B,11,"['itching', ' fatigue', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
665,Hepatitis B,11,"['itching', ' fatigue', ' lethargy', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 19, 36, 0, 71, 72, 38, 50, 51]"
666,Hepatitis B,11,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 36, 0, 71, 72, 38, 50, 51]"
667,Hepatitis B,11,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 0, 71, 72, 38, 50, 51]"
668,Hepatitis B,11,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 71, 72, 38, 50, 51]"
669,Hepatitis B,11,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 72, 38, 50, 51]"
670,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
671,Hepatitis D,8,"[' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[68, 27, 73, 19, 43, 36, 0, 72]"
672,Hepatitis D,8,"[' joint_pain', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 27, 73, 19, 43, 36, 0, 72]"
673,Hepatitis D,8,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 73, 19, 43, 36, 0, 72]"
674,Hepatitis D,8,"[' joint_pain', ' vomiting', ' fatigue', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 19, 43, 36, 0, 72]"
675,Hepatitis D,8,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 43, 36, 0, 72]"
676,Hepatitis D,8,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 36, 0, 72]"
677,Hepatitis D,8,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 0, 72]"
678,Hepatitis D,8,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 72]"
679,Hepatitis D,8,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain']",5,"[34, 68, 27, 73, 19, 43, 36, 0]"
680,Hepatitis E,12,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 14, 61]"
681,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
682,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
683,Hepatitis E,12,"[' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
684,Hepatitis E,12,"[' joint_pain', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
685,Hepatitis E,12,"[' joint_pain', ' vomiting', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
686,Hepatitis E,12,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
687,Hepatitis E,12,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 19, 43, 36, 0, 72, 3, 14, 61]"
688,Hepatitis E,12,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 43, 36, 0, 72, 3, 14, 61]"
689,Hepatitis E,12,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 36, 0, 72, 3, 14, 61]"
690,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
691,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
692,Tuberculosis,15,"[' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
693,Tuberculosis,15,"[' chills', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
694,Tuberculosis,15,"[' chills', ' vomiting', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
695,Tuberculosis,15,"[' chills', ' vomiting', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
696,Tuberculosis,15,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
697,Tuberculosis,15,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
698,Tuberculosis,15,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
699,Tuberculosis,15,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 36, 39, 72, 63, 38, 47, 11, 7]"
700,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
701,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
702,Common Cold,16,"[' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
703,Common Cold,16,"[' continuous_sneezing', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
704,Common Cold,16,"[' continuous_sneezing', ' chills', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
705,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
706,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
707,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
708,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
709,Common Cold,16,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
710,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 11, 26, 56]"
711,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
712,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
713,Pneumonia,10,"[' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
714,Pneumonia,10,"[' chills', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
715,Pneumonia,10,"[' chills', ' fatigue', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 29, 9, 62, 38, 47, 11, 26, 56]"
716,Pneumonia,10,"[' chills', ' fatigue', ' cough', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 9, 62, 38, 47, 11, 26, 56]"
